Cannon 2,Versatile,All skills have a 1 minimum,Heatseeking,,"Hinder, Homing",Hidden power 1,Cannon 3,Special Attack,Normal,Stab,Cannon 2
Cannon 3,Scope,Increase range for ranged and sniper moves by 1,Mega Launcher,Ranged,Sniper,Gravel 1,Wild,Special Attack,Normal,Stab,Cannon 3
Magnetism 1,Polarity,[Aura] Boost Attack and Special Attack of other Pokémon with Polarity,Magnet Pull,,"Condition (Target is Steel , Boosted And immobilize)",Echo 1,Magnetism 2,Special Attack,Electric,0,Magnetism 1
Magnetism 2,Magnet Grip,Prevent held item from being lost or destroyed,Tractor Beam,Ranged,"Hinder, Steal or immobilize",Force 1,Thunder 3,Special Attack,Electric,0,Magnetism 2
Surge 1,Static,Spend Threat to trigger paralysis vs melee attacks,Shocking,,Paralysis(3),Magnetism 1,Surge 2,Speed,Electric,0,Surge 1
Surge 2,Power Surge,Electric skills are boosted when at half health,Electrify,,Move gains Electric in addition to its other types,Thunder 1,Thunder 3,Special Attack,Electric,0,Surge 2
Thunder 1,Recharge,[Once] Recover 5 strain when resting below 5 strain,Stunning,Electric,Flinch,Surge 1,Thunder 2,Special Defense,Electric,0,Thunder 1
Thunder 2,Motor Drive,Gain immunity to Electric and boost Speed  if hit by a Electric attack,Arching,,"Hinder, double hit",Hyper 1,Thunder 3,Special Attack,Electric,0,Thunder 2
Thunder 3,Lightning Shield,Evade(2): Flinch,Lightning,"Electric, Special Attack","Hinder, Reaction",Magnetism +,Wild,Speed,Electric,0,Thunder 3
Metal Coat 1,Bullet Proof,Gain resistance to any ranged moves that deals physical damage,Weapon,Melee,Cannot be reacted to and does not trigger defensive abilities,Magnetism 1,Metal Coat 2,Defense,Steel,0,Metal Coat 1
Metal Coat 2,Heavy Metal,"Hinder Speed, boost Defense and Special Defense at start of combat",Mechanized,,Move gains Steel in addition to its other types,Mechanical 1,Cannon +,Defense,Steel,0,Metal Coat 2
Bone 1,Battle Armor,Critical hits are Hindered.,Weapon,Melee,Cannot be reacted to and does not trigger defensive abilities,Swordsman 1,Gravel 2,Attack,Ground,Rock,Bone 1
Terra 1,Earthbound,Gain immunity to moves with knockback,Arena Trap,Ground,Immobilize,Bone 1,Terra 2,Speed,Ground,0,Terra 1
Terra 2,Tremor Sense,"Prevent loss of accuracy, know opponents defensive stats(HP Defense and Special Defense Evasion)",Quicksand,Ground,Weaken evasion x2 (2),sandstorm 1,Terra 3,Attack,Ground,0,Terra 2
Terra 3,Sand Veil,Evade(2): weaken Opponent accuracy by 1,Aftershock,Ground,"Hinder, move triggers again at the end of the next turn",Gravel +,Wild,Special Attack,Ground,0,Terra 3
Sandstorm 1,Sand Rush,Boost speed by 2 during sandstorm,Sand Force,,"Accuracy -1, If boosted by a sandstorm gain twice the boost effect",Terra 1,Gravel 2,Defense,Ground,Rock,Sandstorm 1
Gravel 1,Rock-Head,Reduce recoil damage by 4; Threat to trigger 2 recoil on opponent,Choice Rock,Rock,"Whenever a creature uses this move it chooses 1: This move gains Boosted and Accuracy -3, This move gains Hindered and Accuracy +3",sandstorm 1,Gravel 2,Defense,Rock,0,Gravel 1
Gravel 2,Solid,Evade(2): A super effective attack is hindered,Sharpened,Attack,"Hinder, Pierce",Bone 1,Gravel 3,Attack,Rock,0,Gravel 2
Gravel 3,Battle Armor,Critical hits are Hindered.,Long Arm,"Rock , Ranged",Sniper,Metal Coat +,wild,Defense,Rock,0,Gravel 3
Frosty 1,Snow Cloak,Evade(2): Increase evasion by 1,Snow Drift,Ice,Terrain becomes Snowy,Crystal 1,Frosty 2,Special Attack,Ice,0,Frosty 1
Frosty 2,Chilled Out,Ice moves used on Full HP are boosted,Cold Snap,,Frost-Killer,Wind caller 1,Frosty 3,Special Defense,Ice,0,Frosty 2
Frosty 3,Sub-Zero,Spend Threat to trigger Frost vs melee attacks,Frosted,Ice,Frost(2),Hydropower +,Wild,Special Attack,Ice,0,Frosty 3
Crystal 1,Ice Body,Increase Soak by 1 If Ice is boosted,Refrigerate,,A move becomes Ice,Barrier 1,Crystal 2,Attack,Ice,0,Crystal 1
Crystal 2,Mirror,Evade(2): Reflect special attack at attacker with hindered and homing,Crystal Armor,Self,Boost Special Defense,Frosty 1,Frosty 3,Special Attack,Ice,0,Crystal 2
,Color Change,Change the user’s type to be that of the last move that hit it.,,,,,,,Flying,,
,Suction Cups,Prevent knockback effects,,,,,,,Flying,,
,Artificial,Can’t eat berries. Allow artificial items.,,,,,,,Bug,,
,Swift Swim,Boost Speed in water.,,,,,,,Bug,,
,Healer,[Turn] Double white destiny remove one status condition from an ally in melee range,,,,,,,Normal,,
